Diagnosis,Diagnosis_categories,Finished Admission Episodes,Emergency,Waiting list,Planned,Other,Mean_time_waited,Mean_length_of_stay,Young Children,Older Children and Adolescents,Young Adults,Middle-Aged Adults,Older Adults,Elderly 90+,Emergency Admission Ratio (%),Overcrowding_Status
Acute tubulo-interstitial nephritis,Diseases of the genitourinary system,5477,4805,475.0,164.0,33.0,7.0,4.0,160,545.0,2875.0,2785.0,2255,97,87.73050940295782,1
Chronic tubulo-interstitial nephritis,Diseases of the genitourinary system,761,413,258.0,85.0,5.0,126.0,6.0,19,52.0,223.0,440.0,359,20,54.270696452036795,0
"Tubulo-interstitial nephritis, not specified as acute or chronic",Diseases of the genitourinary system,25349,22562,1707.0,960.0,120.0,12.0,4.0,478,1979.0,13329.0,12748.0,9478,452,89.00548345102371,1
Obstructive and reflux uropathy,Diseases of the genitourinary system,59820,35519,16888.0,6936.0,477.0,85.0,4.0,1005,1421.0,12572.0,27963.0,31385,1537,59.37646272149782,0
Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,Diseases of the genitourinary system,216,141,57.0,15.0,3.0,7.0,7.0,0,4.0,27.0,89.0,191,6,65.27777777777779,0
Other renal tubulo-interstitial diseases,Diseases of the genitourinary system,1081,772,139.0,144.0,26.0,57.0,10.0,12,48.0,344.0,692.0,686,25,71.41535615171138,0
Renal tubulo-interstitial disorders in diseases classified elsewhere,Diseases of the genitourinary system,65,37,10.0,18.0,0.0,26.0,15.0,0,2.0,22.0,52.0,25,0,56.92307692307692,0
Acute renal failure,Diseases of the genitourinary system,56420,50498,3232.0,1815.0,875.0,40.0,8.0,107,505.0,4907.0,22019.0,72343,10188,89.50372208436724,1
Chronic kidney disease,Diseases of the genitourinary system,53910,9874,24039.0,19433.0,564.0,102.0,6.0,1308,6401.0,7111.0,23809.0,25389,672,18.31571137080319,0
Unspecified kidney failure,Diseases of the genitourinary system,756,288,341.0,120.0,7.0,98.0,3.0,21,24.0,138.0,305.0,358,21,38.095238095238095,0
Calculus of kidney and ureter,Diseases of the genitourinary system,72003,22263,42112.0,7431.0,197.0,90.0,2.0,104,576.0,17440.0,37906.0,20535,309,30.919545018957546,0
Calculus of lower urinary tract,Diseases of the genitourinary system,8286,2346,5615.0,310.0,15.0,135.0,2.0,13,60.0,1230.0,2735.0,4674,166,28.31281679942071,0
Calculus of urinary tract in diseases classified elsewhere,Diseases of the genitourinary system,5,1,3.0,1.0,0.0,52.0,1.0,0,0.0,4.0,1.0,0,0,20.0,0
Unspecified renal colic,Diseases of the genitourinary system,3337,3178,118.0,35.0,6.0,56.0,1.0,5,62.0,1487.0,1701.0,477,23,95.2352412346419,1
Disorders resulting from impaired renal tubular function,Diseases of the genitourinary system,227,123,90.0,13.0,1.0,99.0,10.0,28,16.0,63.0,142.0,158,6,54.18502202643172,0
Unspecified contracted kidney,Diseases of the genitourinary system,388,43,259.0,82.0,4.0,94.0,3.0,5,25.0,90.0,187.0,124,2,11.082474226804123,0
Small kidney of unknown cause,Diseases of the genitourinary system,52,4,29.0,19.0,0.0,24.0,2.0,17,25.0,2.0,8.0,2,1,7.6923076923076925,0
"Other disorders of kidney and ureter, not elsewhere classified",Diseases of the genitourinary system,6362,1893,3750.0,667.0,52.0,55.0,4.0,252,296.0,681.0,2643.0,3518,86,29.75479408990883,0
Other disorders of kidney and ureter in diseases classified elsewhere,Diseases of the genitourinary system,19,8,8.0,3.0,0.0,75.0,3.0,1,1.0,10.0,10.0,2,0,42.10526315789473,0
Cystitis,Diseases of the genitourinary system,18293,2051,13450.0,2775.0,17.0,53.0,3.0,29,174.0,2847.0,5858.0,9804,339,11.211938993057453,0
"Neuromuscular dysfunction of bladder, not elsewhere classified",Diseases of the genitourinary system,4701,183,2862.0,1650.0,6.0,149.0,3.0,295,1402.0,881.0,1331.0,813,22,3.89278876834716,0
Other disorders of bladder,Diseases of the genitourinary system,35338,3789,25634.0,5866.0,49.0,114.0,4.0,139,1040.0,3288.0,11376.0,20267,800,10.722168770162432,0
Bladder disorders in diseases classified elsewhere,Diseases of the genitourinary system,2,0,2.0,0.0,0.0,79.0,1.0,0,0.0,0.0,0.0,2,0,0.0,0
Urethritis and urethral syndrome,Diseases of the genitourinary system,418,172,231.0,14.0,1.0,88.0,3.0,8,83.0,109.0,124.0,136,3,41.14832535885167,0
Urethral stricture,Diseases of the genitourinary system,16839,923,14803.0,1098.0,15.0,104.0,1.0,96,583.0,2347.0,5793.0,7974,197,5.481323118950057,0
Other disorders of urethra,Diseases of the genitourinary system,2073,335,1585.0,148.0,5.0,111.0,2.0,84,172.0,420.0,610.0,822,36,16.160154365653643,0
Urethral disorders in diseases classified elsewhere,Diseases of the genitourinary system,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,100.0,1
Other disorders of urinary system,Diseases of the genitourinary system,154547,132282,15437.0,5455.0,1373.0,115.0,6.0,8885,7707.0,20891.0,39315.0,149051,31505,85.59337936032404,1
Hyperplasia of prostate,Diseases of the genitourinary system,36162,5258,28710.0,2141.0,53.0,135.0,2.0,0,10.0,89.0,9013.0,27915,746,14.540124993086664,0
Inflammatory diseases of prostate,Diseases of the genitourinary system,5348,1234,3919.0,185.0,10.0,47.0,4.0,0,3.0,359.0,2793.0,2793,38,23.074046372475692,0
Other disorders of prostate,Diseases of the genitourinary system,2648,110,2455.0,83.0,0.0,50.0,3.0,2,2.0,29.0,958.0,1687,21,4.1540785498489425,0
Hydrocele and spermatocele,Diseases of the genitourinary system,8715,1548,7009.0,148.0,10.0,164.0,1.0,774,1028.0,1388.0,3137.0,2554,44,17.76247848537005,0
Torsion of testis,Diseases of the genitourinary system,4331,4033,254.0,24.0,20.0,117.0,1.0,176,3276.0,1122.0,107.0,10,0,93.11937196952205,1
Orchitis and epididymitis,Diseases of the genitourinary system,13816,12683,659.0,386.0,88.0,64.0,1.0,136,1234.0,5497.0,5098.0,3725,143,91.79936305732484,1
Male infertility,Diseases of the genitourinary system,367,2,320.0,45.0,0.0,143.0,0.0,0,0.0,0.0,0.0,0,0,0.544959128065395,0
"Redundant prepuce, phimosis and paraphimosis",Diseases of the genitourinary system,25372,2554,22441.0,344.0,33.0,140.0,1.0,581,5802.0,7721.0,6085.0,5131,278,10.066214724893584,0
Other disorders of penis,Diseases of the genitourinary system,11894,3072,8492.0,303.0,27.0,120.0,1.0,720,1992.0,2532.0,3939.0,2791,128,25.828148646376327,0
"Inflammatory disorders of male genital organs, not elsewhere classified",Diseases of the genitourinary system,2895,2510,239.0,112.0,34.0,81.0,5.0,33,84.0,752.0,1738.0,1101,58,86.70120898100173,1
Other disorders of male genital organs,Diseases of the genitourinary system,18857,12512,5708.0,587.0,50.0,138.0,0.0,458,3501.0,7051.0,5791.0,3007,68,66.35201781831681,0
Disorders of male genital organs in diseases classified elsewhere,Diseases of the genitourinary system,14,4,10.0,0.0,0.0,130.0,0.0,1,2.0,0.0,7.0,3,0,28.57142857142857,0
Benign mammary dysplasia,Diseases of the genitourinary system,4779,485,3635.0,658.0,1.0,71.0,1.0,2,35.0,1055.0,3004.0,718,7,10.148566645741788,0
Inflammatory disorders of breast,Diseases of the genitourinary system,6174,4943,938.0,257.0,36.0,53.0,1.0,94,170.0,3397.0,2561.0,613,25,80.06154842889536,0
Hypertrophy of breast,Diseases of the genitourinary system,1114,34,1001.0,78.0,1.0,190.0,1.0,7,62.0,542.0,423.0,93,1,3.052064631956912,0
Unspecified lump in breast,Diseases of the genitourinary system,1642,622,935.0,79.0,6.0,40.0,1.0,25,77.0,510.0,768.0,332,21,37.880633373934224,0
Other disorders of breast,Diseases of the genitourinary system,4092,1102,2748.0,237.0,5.0,94.0,1.0,17,55.0,1006.0,2316.0,774,16,26.930596285434994,0
Salpingitis and oophoritis,Diseases of the genitourinary system,4130,2497,1495.0,121.0,17.0,128.0,4.0,0,75.0,2129.0,2422.0,96,2,60.460048426150124,0
"Inflammatory disease of uterus, except cervix",Diseases of the genitourinary system,956,431,497.0,18.0,10.0,63.0,3.0,0,4.0,311.0,475.0,232,13,45.0836820083682,0
Inflammatory disease of cervix uteri,Diseases of the genitourinary system,585,51,507.0,27.0,0.0,92.0,1.0,0,1.0,213.0,312.0,42,0,8.717948717948717,0
Other female pelvic inflammatory diseases,Diseases of the genitourinary system,7580,5150,2199.0,210.0,21.0,163.0,3.0,4,216.0,5589.0,2438.0,300,16,67.94195250659631,0
Female pelvic inflammatory disorders in diseases classified elsewhere,Diseases of the genitourinary system,25,23,2.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0,0,92.0,1
Diseases of Bartholin gland,Diseases of the genitourinary system,6544,4629,1593.0,257.0,65.0,95.0,0.0,1,143.0,4436.0,1994.0,133,1,70.73655256723717,0
Other inflammation of vagina and vulva,Diseases of the genitourinary system,4274,3300,824.0,114.0,36.0,68.0,1.0,146,376.0,1911.0,1434.0,681,32,77.21104351895181,0
Vulvovaginal ulceration and inflammation in diseases classified elsewhere,Diseases of the genitourinary system,40,32,8.0,0.0,0.0,77.0,2.0,2,6.0,16.0,10.0,3,2,80.0,0
Endometriosis,Diseases of the genitourinary system,23801,4308,18840.0,623.0,30.0,189.0,2.0,0,165.0,16425.0,7170.0,114,1,18.10007982857863,0
Female genital prolapse,Diseases of the genitourinary system,19723,1702,17583.0,406.0,32.0,210.0,2.0,9,9.0,1088.0,8312.0,10548,215,8.629518835876896,0
Fistulae involving female genital tract,Diseases of the genitourinary system,1267,421,781.0,54.0,11.0,116.0,10.0,4,23.0,269.0,662.0,603,17,33.22809786898185,0
"Noninflammatory disorders of ovary, fallopian tube and broad ligament",Diseases of the genitourinary system,20824,11728,8486.0,528.0,82.0,126.0,2.0,29,1423.0,11576.0,7043.0,2293,93,56.319631194775255,0
Polyp of female genital tract,Diseases of the genitourinary system,27212,422,26236.0,536.0,18.0,55.0,1.0,9,13.0,3204.0,18551.0,5167,42,1.550786417756872,0
"Other noninflammatory disorders of uterus, except cervix",Diseases of the genitourinary system,8107,504,7337.0,254.0,12.0,66.0,2.0,0,21.0,1370.0,5265.0,1463,12,6.216849636116936,0
Erosion and ectropion of cervix uteri,Diseases of the genitourinary system,735,72,604.0,42.0,17.0,89.0,0.0,0,2.0,546.0,168.0,18,0,9.795918367346939,0
Dysplasia of cervix uteri,Diseases of the genitourinary system,4527,33,4135.0,358.0,1.0,58.0,2.0,0,1.0,2254.0,1920.0,161,0,0.7289595758780649,0
Other noninflammatory disorders of cervix uteri,Diseases of the genitourinary system,1574,108,1393.0,64.0,9.0,70.0,1.0,0,1.0,333.0,931.0,241,3,6.861499364675986,0
Other noninflammatory disorders of vagina,Diseases of the genitourinary system,3558,1412,1966.0,97.0,83.0,109.0,1.0,47,264.0,1498.0,1199.0,543,15,39.685216413715565,0
Other noninflammatory disorders of vulva and perineum,Diseases of the genitourinary system,5478,993,4318.0,145.0,22.0,98.0,1.0,43,147.0,1749.0,2078.0,1396,47,18.12705366922234,0
"Absent, scanty and rare menstruation",Diseases of the genitourinary system,325,69,212.0,42.0,2.0,71.0,1.0,0,59.0,199.0,66.0,0,0,21.23076923076923,0
"Excessive, frequent and irregular menstruation",Diseases of the genitourinary system,27349,9030,17655.0,595.0,69.0,122.0,1.0,1,851.0,11104.0,15755.0,15,0,33.01766060916304,0
Other abnormal uterine and vaginal bleeding,Diseases of the genitourinary system,16844,12179,4191.0,221.0,253.0,89.0,1.0,114,415.0,8715.0,6900.0,1102,146,72.30467822369984,0
Pain and other conditions associated with female genital organs and menstrual cycle,Diseases of the genitourinary system,5945,2555,3205.0,166.0,19.0,139.0,1.0,9,504.0,3583.0,1641.0,412,14,42.97729184188393,0
Menopausal and other perimenopausal disorders,Diseases of the genitourinary system,19225,2196,16797.0,213.0,19.0,38.0,2.0,0,1.0,35.0,15142.0,4210,162,11.42262678803641,0
Habitual aborter,Diseases of the genitourinary system,138,5,110.0,11.0,12.0,81.0,1.0,0,0.0,95.0,14.0,0,0,3.6231884057971016,0
Female infertility,Diseases of the genitourinary system,7333,29,4016.0,3157.0,131.0,82.0,0.0,0,0.0,0.0,0.0,0,0,0.3954725214782491,0
Complications associated with artificial fertilization,Diseases of the genitourinary system,653,624,15.0,10.0,4.0,51.0,2.0,0,4.0,494.0,36.0,0,0,95.55895865237366,1
"Postprocedural disorders of genitourinary system, not elsewhere classified",Diseases of the genitourinary system,3674,1812,1608.0,236.0,18.0,131.0,3.0,50,163.0,445.0,1227.0,2253,109,49.319542732716386,0
Ectopic pregnancy,"Pregnancy, childbirth and the puerperium",11477,10140,600.0,395.0,342.0,10.0,1.0,0,61.0,11074.0,688.0,0,0,88.35061427202231,1
Hydatidiform mole,"Pregnancy, childbirth and the puerperium",737,299,278.0,133.0,27.0,19.0,1.0,0,10.0,600.0,130.0,0,0,40.56987788331072,0
Other abnormal products of conception,"Pregnancy, childbirth and the puerperium",19939,8562,6881.0,2117.0,2379.0,4.0,1.0,0,98.0,17172.0,2509.0,0,0,42.94096995837304,0
Spontaneous abortion,"Pregnancy, childbirth and the puerperium",35032,22333,6269.0,2608.0,3822.0,5.0,1.0,0,318.0,30972.0,3894.0,1,0,63.75028545329984,0
Medical abortion,"Pregnancy, childbirth and the puerperium",30943,9756,13930.0,3983.0,3274.0,6.0,1.0,0,1046.0,27752.0,1816.0,0,0,31.528940309601527,0
Other abortion,"Pregnancy, childbirth and the puerperium",25,12,0.0,0.0,0.0,3.0,2.0,0,0.0,0.0,0.0,0,0,48.0,0
Unspecified abortion,"Pregnancy, childbirth and the puerperium",39,25,0.0,0.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0,0,64.1025641025641,0
Failed attempted abortion,"Pregnancy, childbirth and the puerperium",197,118,36.0,16.0,27.0,4.0,1.0,1,0.0,166.0,23.0,0,0,59.89847715736041,0
Complications following abortion and ectopic and molar pregnancy,"Pregnancy, childbirth and the puerperium",2798,2296,128.0,129.0,245.0,10.0,1.0,0,51.0,2574.0,205.0,0,0,82.05861329521088,0
"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium","Pregnancy, childbirth and the puerperium",4243,156,80.0,28.0,3979.0,16.0,1.0,0,0.0,3483.0,571.0,0,0,3.6766438840443083,0
Pre-eclampsia superimposed on chronic hypertension,"Pregnancy, childbirth and the puerperium",699,15,7.0,4.0,673.0,5.0,5.0,0,0.0,601.0,112.0,0,0,2.1459227467811157,0
Gestational [pregnancy-induced] oedema and proteinuria without hypertension,"Pregnancy, childbirth and the puerperium",3795,83,28.0,7.0,3677.0,28.0,0.0,0,29.0,3439.0,169.0,0,0,2.187088274044796,0
Gestational [pregnancy-induced] hypertension,"Pregnancy, childbirth and the puerperium",17554,314,180.0,74.0,16986.0,25.0,1.0,0,66.0,15871.0,1211.0,0,0,1.7887660931981315,0
Pre-eclampsia,"Pregnancy, childbirth and the puerperium",14245,238,160.0,62.0,13785.0,38.0,4.0,0,107.0,13278.0,884.0,0,0,1.6707616707616706,0
Eclampsia,"Pregnancy, childbirth and the puerperium",228,21,1.0,1.0,205.0,0.0,4.0,0,3.0,236.0,15.0,0,0,9.210526315789473,0
Unspecified maternal hypertension,"Pregnancy, childbirth and the puerperium",6997,207,43.0,18.0,6729.0,11.0,1.0,0,32.0,6362.0,537.0,0,0,2.9584107474631987,0
Haemorrhage in early pregnancy,"Pregnancy, childbirth and the puerperium",40091,26183,1672.0,1298.0,10938.0,2.0,0.0,0,503.0,36690.0,2234.0,0,0,65.30892220199047,0
Excessive vomiting in pregnancy,"Pregnancy, childbirth and the puerperium",36976,23921,586.0,325.0,12144.0,8.0,1.0,0,475.0,36434.0,813.0,0,0,64.69331458243185,0
Venous complications and haemorrhoids in pregnancy,"Pregnancy, childbirth and the puerperium",1310,338,47.0,19.0,906.0,50.0,1.0,0,17.0,1225.0,95.0,0,0,25.80152671755725,0
Infections of genitourinary tract in pregnancy,"Pregnancy, childbirth and the puerperium",19948,3076,121.0,71.0,16680.0,4.0,1.0,0,450.0,18790.0,571.0,0,0,15.420092239823541,0
Diabetes mellitus in pregnancy,"Pregnancy, childbirth and the puerperium",24983,335,1344.0,515.0,22789.0,18.0,2.0,0,31.0,22427.0,2110.0,0,0,1.3409118200376258,0
Malnutrition in pregnancy,"Pregnancy, childbirth and the puerperium",11,1,0.0,0.0,10.0,0.0,2.0,0,0.0,11.0,0.0,0,0,9.090909090909092,0
Maternal care for other conditions predominantly related to pregnancy,"Pregnancy, childbirth and the puerperium",119221,17470,1499.0,854.0,99398.0,11.0,0.0,1,1230.0,110608.0,4851.0,1,0,14.653458702745322,0
Abnormal findings on antenatal screening of mother,"Pregnancy, childbirth and the puerperium",15262,6950,988.0,1101.0,6223.0,8.0,1.0,0,153.0,13923.0,970.0,0,0,45.5379373607653,0
Complications of anaesthesia during pregnancy,"Pregnancy, childbirth and the puerperium",40,5,1.0,1.0,33.0,0.0,1.0,0,0.0,39.0,0.0,0,0,12.5,0
Multiple gestation,"Pregnancy, childbirth and the puerperium",2777,49,502.0,126.0,2100.0,15.0,3.0,0,7.0,2316.0,148.0,0,0,1.7644940583363342,0
Complications specific to multiple gestation,"Pregnancy, childbirth and the puerperium",201,27,26.0,4.0,144.0,14.0,2.0,0,0.0,151.0,16.0,0,0,13.432835820895523,0
Maternal care for known or suspected malpresentation of fetus,"Pregnancy, childbirth and the puerperium",31768,247,2847.0,1121.0,27553.0,15.0,2.0,0,115.0,28875.0,1878.0,0,0,0.777511961722488,0
Maternal care for known or suspected disproportion,"Pregnancy, childbirth and the puerperium",224,1,32.0,8.0,183.0,14.0,2.0,0,2.0,208.0,7.0,0,0,0.4464285714285714,0
Maternal care for known or suspected abnormality of pelvic organs,"Pregnancy, childbirth and the puerperium",69625,883,11465.0,4853.0,52424.0,22.0,2.0,0,48.0,62083.0,5734.0,1,0,1.2682226211849192,0
Maternal care for known or suspected fetal abnormality and damage,"Pregnancy, childbirth and the puerperium",4233,96,1266.0,78.0,2793.0,19.0,2.0,0,19.0,3767.0,304.0,0,0,2.2678951098511693,0
Maternal care for other known or suspected fetal problems,"Pregnancy, childbirth and the puerperium",250081,2740,4112.0,1139.0,242090.0,16.0,1.0,3,2291.0,231423.0,7992.0,0,1,1.0956450110164306,0
Polyhydramnios,"Pregnancy, childbirth and the puerperium",3467,21,164.0,43.0,3239.0,14.0,2.0,0,14.0,3163.0,174.0,0,0,0.6057109893279493,0
Other disorders of amniotic fluid and membranes,"Pregnancy, childbirth and the puerperium",4408,78,91.0,28.0,4211.0,11.0,4.0,0,27.0,4219.0,178.0,0,0,1.7695099818511795,0
Premature rupture of membranes,"Pregnancy, childbirth and the puerperium",43091,470,263.0,74.0,42284.0,63.0,2.0,0,303.0,40820.0,1413.0,0,0,1.0907149984915643,0
Placental disorders,"Pregnancy, childbirth and the puerperium",1559,37,108.0,18.0,1396.0,16.0,3.0,0,8.0,1424.0,105.0,0,0,2.3733162283515075,0
Placenta praevia,"Pregnancy, childbirth and the puerperium",7050,156,534.0,229.0,6131.0,16.0,3.0,0,11.0,5975.0,653.0,0,0,2.2127659574468086,0
Premature separation of placenta [abruptio placentae],"Pregnancy, childbirth and the puerperium",1759,40,13.0,6.0,1700.0,12.0,4.0,0,14.0,1676.0,110.0,0,0,2.274019329164298,0
"Antepartum haemorrhage, not elsewhere classified","Pregnancy, childbirth and the puerperium",24320,488,69.0,20.0,23743.0,14.0,1.0,0,258.0,22235.0,1215.0,0,0,2.0065789473684212,0
False labour,"Pregnancy, childbirth and the puerperium",9094,124,21.0,3.0,8946.0,17.0,1.0,0,103.0,8655.0,273.0,0,0,1.3635363976248076,0
Prolonged pregnancy,"Pregnancy, childbirth and the puerperium",14073,121,429.0,77.0,13446.0,16.0,1.0,0,72.0,13733.0,303.0,0,0,0.8598024586086833,0
Preterm labour and delivery,"Pregnancy, childbirth and the puerperium",8690,128,70.0,27.0,8465.0,18.0,4.0,0,116.0,8195.0,320.0,0,0,1.4729574223245108,0
Failed induction of labour,"Pregnancy, childbirth and the puerperium",7153,36,226.0,51.0,6840.0,14.0,4.0,0,31.0,6516.0,401.0,0,0,0.5032853348245492,0
Abnormalities of forces of labour,"Pregnancy, childbirth and the puerperium",12315,104,194.0,46.0,11971.0,5.0,3.0,0,49.0,11954.0,445.0,0,0,0.8444985789687374,0
Long labour,"Pregnancy, childbirth and the puerperium",33218,219,382.0,77.0,32540.0,17.0,3.0,0,172.0,32448.0,997.0,0,0,0.6592811126497682,0
Obstructed labour due to malposition and malpresentation of fetus,"Pregnancy, childbirth and the puerperium",2478,9,56.0,31.0,2382.0,13.0,3.0,0,15.0,2481.0,87.0,0,0,0.36319612590799033,0
